,bonds,stocks,cash
2019-07-01,0.0007769305,0.02918441570452779,0.00105489720390795
2019-08-01,0.0085986287,0.03588885412269405,0.000715916223190449
2019-09-01,-0.0017155712,0.010363649810159359,0.000613906214560478
2019-10-01,0.0006881891,0.007146956077051847,0.000634376244487811
2019-11-01,-0.0012652222,0.034049556258136215,0.000613906214560478
2019-12-01,0.0006545175,-0.020487339862505283,0.000634376244487811
2020-01-01,0.0068979852,0.060116788700961266,0.000634376244487811
2020-02-01,0.0073640957,-0.033396527966529366,0.000593436603389508
2020-03-01,0.0077650983,-0.05824416385610165,0.000307497943957902
2020-04-01,0.0024748262,0.08365260078848924,0.0
2020-05-01,0.0015346155,0.06106119401929799,0.0
2020-06-01,0.0017458021,0.005490445921008558,0.0
2020-07-01,0.0016404593,0.0326914893292134,0.0
2020-08-01,-0.0006398545,0.06931852341589173,0.0
2020-09-01,0.0012909332,-0.01491883603219979,0.0
2020-10-01,0.0003684317,-0.032568043744299,0.0
2020-11-01,0.0004215735,0.0426516210298129,0.0
2020-12-01,0.0007501558,0.024334682243056127,0.0
2021-01-01,-0.0004408856,-0.010738896569202683,0.0
2021-02-01,-0.0035696177,-0.004814130093546809,0.0
2021-03-01,0.0002572471,0.04677639281626944,0.0
2021-04-01,0.0006358165,0.03761054014679299,0.0
2021-05-01,0.0012227186,-0.01597204622846604,0.0
2021-06-01,-0.0010277129,0.08831110847680956,0.0
2021-07-01,0.003380722,0.03060006184483588,0.0
2021-08-01,-0.0005826832,0.0243867313218451,0.0
2021-09-01,-0.00250843440000004,-0.03278761029378652,0.0
2021-10-01,-0.00462719840000003,0.028769524335846786,0.000177789793001537
2021-11-01,0.00298506210000005,0.04690676823227169,0.000252893541758281
2021-12-01,-0.00238289859999996,0.011863088006732525,0.000423399086108001
